sensor_id,latitude,longitude,timestamp_utc,value
1,45.1,9.2,2026-03-18T09:41:25Z,14.06
1,45.1,9.2,2026-03-18T09:41:35Z,21.81
1,45.1,9.2,2026-03-18T09:41:45Z,14.48
1,45.1,9.2,2026-03-18T09:41:55Z,29.61
1,45.1,9.2,2026-03-18T09:42:05Z,17.66
1,45.1,9.2,2026-03-18T09:42:15Z,11.74
1,45.1,9.2,2026-03-18T09:42:25Z,21.76
1,45.1,9.2,2026-03-18T09:42:36Z,12.05
1,45.1,9.2,2026-03-18T09:42:46Z,19.24
1,45.1,9.2,2026-03-18T09:42:56Z,26.8
1,45.1,9.2,2026-03-18T09:43:06Z,24.98
1,45.1,9.2,2026-03-18T09:43:16Z,19.88
1,45.1,9.2,2026-03-18T09:43:26Z,27.31
1,45.1,9.2,2026-03-18T09:43:36Z,22.75
1,45.1,9.2,2026-03-18T09:43:46Z,25.23
1,45.1,9.2,2026-03-18T09:43:56Z,14.61
1,45.1,9.2,2026-03-18T09:44:06Z,13.69
1,45.1,9.2,2026-03-18T09:44:16Z,21.29
1,45.1,9.2,2026-03-18T09:44:26Z,20.71
1,45.1,9.2,2026-03-18T09:44:36Z,12.05
1,45.1,9.2,2026-03-18T09:44:46Z,11.0
1,45.1,9.2,2026-03-18T09:44:56Z,12.41
1,45.1,9.2,2026-03-18T09:45:06Z,21.27
1,45.1,9.2,2026-03-18T09:45:16Z,11.62
1,45.1,9.2,2026-03-18T09:45:26Z,14.55
1,45.1,9.2,2026-03-18T09:45:37Z,18.66
1,45.1,9.2,2026-03-18T09:45:47Z,18.28
1,45.1,9.2,2026-03-18T09:45:57Z,27.85
1,45.1,9.2,2026-03-18T09:46:07Z,13.48
1,45.1,9.2,2026-03-18T09:46:17Z,10.58
1,45.1,9.2,2026-03-18T09:46:27Z,29.62
1,45.1,9.2,2026-03-18T09:46:37Z,23.18
1,45.1,9.2,2026-03-18T09:46:47Z,21.94
1,45.1,9.2,2026-03-18T09:46:57Z,26.8
1,45.1,9.2,2026-03-18T09:47:07Z,21.79
1,45.1,9.2,2026-03-18T09:47:17Z,19.6
1,45.1,9.2,2026-03-18T09:47:27Z,24.85
1,45.1,9.2,2026-03-18T09:47:37Z,22.28
1,45.1,9.2,2026-03-18T09:47:47Z,12.63
1,45.1,9.2,2026-03-18T09:47:57Z,27.31
1,45.1,9.2,2026-03-18T09:48:07Z,21.74
1,45.1,9.2,2026-03-18T09:48:17Z,21.78
1,45.1,9.2,2026-03-18T09:48:27Z,10.07
1,45.1,9.2,2026-03-18T09:48:37Z,26.29
1,45.1,9.2,2026-03-18T09:48:47Z,21.56
1,45.1,9.2,2026-03-18T09:48:57Z,13.43
1,45.1,9.2,2026-03-18T09:49:07Z,14.45
1,45.1,9.2,2026-03-18T09:49:17Z,16.84
1,45.1,9.2,2026-03-18T09:49:27Z,26.17
1,45.1,9.2,2026-03-18T09:49:37Z,10.98
1,45.1,9.2,2026-03-18T09:49:47Z,17.9
1,45.1,9.2,2026-03-18T09:49:57Z,25.1
1,45.1,9.2,2026-03-18T09:50:07Z,13.28
1,45.1,9.2,2026-03-18T09:50:17Z,25.96
1,45.1,9.2,2026-03-18T09:50:27Z,16.49
1,45.1,9.2,2026-03-18T09:50:37Z,26.63
1,45.1,9.2,2026-03-18T09:50:47Z,20.18
1,45.1,9.2,2026-03-18T09:50:57Z,15.37
1,45.1,9.2,2026-03-18T09:51:07Z,26.97
1,45.1,9.2,2026-03-18T09:51:17Z,10.6
1,45.1,9.2,2026-03-18T09:51:27Z,27.14
1,45.1,9.2,2026-03-18T09:51:37Z,11.55
1,45.1,9.2,2026-03-18T09:51:47Z,27.26
1,45.1,9.2,2026-03-18T09:51:57Z,13.52
1,45.1,9.2,2026-03-18T09:52:07Z,11.14
1,45.1,9.2,2026-03-18T09:52:18Z,18.99
1,45.1,9.2,2026-03-18T09:52:28Z,16.38
1,45.1,9.2,2026-03-18T09:52:38Z,12.98
1,45.1,9.2,2026-03-18T09:52:48Z,16.02
1,45.1,9.2,2026-03-18T09:52:58Z,18.5
1,45.1,9.2,2026-03-18T09:53:08Z,22.71
1,45.1,9.2,2026-03-18T09:53:18Z,12.46
1,45.1,9.2,2026-03-18T09:53:28Z,26.63
1,45.1,9.2,2026-03-18T09:53:38Z,20.34
1,45.1,9.2,2026-03-18T09:53:48Z,27.99
1,45.1,9.2,2026-03-18T09:53:58Z,27.24
1,45.1,9.2,2026-03-18T09:54:08Z,28.65
1,45.1,9.2,2026-03-18T09:54:18Z,24.11
1,45.1,9.2,2026-03-18T09:54:28Z,14.65
1,45.1,9.2,2026-03-18T09:54:38Z,29.5
1,45.1,9.2,2026-03-18T09:54:48Z,17.27
1,45.1,9.2,2026-03-18T09:54:58Z,11.54
1,45.1,9.2,2026-03-18T09:55:08Z,28.21
1,45.1,9.2,2026-03-18T09:55:18Z,20.61
1,45.1,9.2,2026-03-18T09:55:28Z,16.66
1,45.1,9.2,2026-03-18T09:55:38Z,12.99
1,45.1,9.2,2026-03-18T09:55:48Z,25.73
1,45.1,9.2,2026-03-18T09:55:58Z,26.41
1,45.1,9.2,2026-03-18T09:56:08Z,21.98
1,45.1,9.2,2026-03-18T09:56:18Z,23.79
1,45.1,9.2,2026-03-18T09:56:28Z,19.7
1,45.1,9.2,2026-03-18T09:56:38Z,19.08
1,45.1,9.2,2026-03-18T09:56:48Z,27.7
1,45.1,9.2,2026-03-18T09:56:58Z,20.78
1,45.1,9.2,2026-03-18T09:57:08Z,18.55
1,45.1,9.2,2026-03-18T09:57:18Z,20.37
1,45.1,9.2,2026-03-18T09:57:28Z,12.7
1,45.1,9.2,2026-03-18T09:57:38Z,21.91
1,45.1,9.2,2026-03-18T09:57:48Z,28.39
1,45.1,9.2,2026-03-18T09:57:58Z,29.42
1,45.1,9.2,2026-03-18T09:58:08Z,14.44
1,45.1,9.2,2026-03-18T09:58:18Z,19.77
1,45.1,9.2,2026-03-18T09:58:28Z,10.19
1,45.1,9.2,2026-03-18T09:58:38Z,10.44
1,45.1,9.2,2026-03-18T09:58:49Z,24.03
1,45.1,9.2,2026-03-18T09:58:59Z,23.21
1,45.1,9.2,2026-03-18T09:59:09Z,16.51
1,45.1,9.2,2026-03-18T09:59:19Z,10.73
1,45.1,9.2,2026-03-18T09:59:29Z,29.6
1,45.1,9.2,2026-03-18T09:59:39Z,12.41
1,45.1,9.2,2026-03-18T09:59:49Z,19.69
1,45.1,9.2,2026-03-18T09:59:59Z,26.4
1,45.1,9.2,2026-03-18T10:00:09Z,14.75
1,45.1,9.2,2026-03-18T10:00:19Z,20.99
1,45.1,9.2,2026-03-18T10:00:29Z,29.89
1,45.1,9.2,2026-03-18T10:00:39Z,18.96
1,45.1,9.2,2026-03-18T10:00:49Z,21.11
